"Protein Group","Top","Accession","Significance","Coverage (%)","#Peptides","#Unique","PTM","HC1 Area","HC2 Area","HC3 Area","CHB1 Area","CHB2 Area","CHB3 Area","LC1 Area","LC2 Area","LC3 Area","HCC1 Area","HCC2 Area","HCC3 Area","Sample Profile (Ratio)","HC Area","CHB Area","LC Area","HCC Area","Group Profile (Ratio)","Avg. Mass","Description"
1791,true,"Q9NWN3|FBX34_HUMAN",29.06,1.83,1,1,"",5168.8833,5833.2217,3950.9124,1877.072,1455.0643,852.3275,2127.269,1719.0149,0.0,3922.9082,5549.6016,4473.956,1.68:1.90:1.28:0.61:0.47:0.28:0.69:0.56:0.00:1.27:1.80:1.45,4984.339,1394.8213,1923.142,4648.822,1.54:0.43:0.59:1.44,78711,"F-box only protein 34 OS=Homo sapiens OX=9606 GN=FBXO34 PE=1 SV=2"
987,true,"Q8WVZ9|KBTB7_HUMAN",10.33,5.26,1,1,"Carbamidomethylation",2675.65,7770.4946,8776.171,7374.43,6299.5356,4852.5327,875.0026,1906.0151,2849.2761,1209.4425,5827.068,3323.3586,0.60:1.74:1.96:1.65:1.41:1.08:0.20:0.43:0.64:0.27:1.30:0.74,6407.4385,6175.4995,1876.7646,3453.2896,1.43:1.38:0.42:0.77,77163,"Kelch repeat and BTB domain-containing protein 7 OS=Homo sapiens OX=9606 GN=KBTBD7 PE=1 SV=1"
264,true,"Q9UGM5|FETUB_HUMAN",41.29,38.22,11,11,"Carbamidomethylation",25117.955,23716.443,24757.385,25458.83,20753.197,18613.25,10404.305,11161.582,9039.4,17865.988,16721.025,13847.588,1.39:1.31:1.37:1.40:1.15:1.03:0.57:0.62:0.50:0.99:0.92:0.76,24530.594,21608.426,10201.763,16144.867,1.35:1.19:0.56:0.89,42055,"Fetuin-B OS=Homo sapiens OX=9606 GN=FETUB PE=1 SV=2"
1765,true,"Q9UGM3|DMBT1_HUMAN",48.01,0.95,1,1,"Carbamidomethylation",11892.365,14620.747,12335.529,11321.59,12123.369,7890.8447,2321.3813,3433.5217,3081.6353,14218.34,11283.116,12074.618,1.22:1.50:1.27:1.17:1.25:0.81:0.24:0.35:0.32:1.46:1.16:1.24,12949.547,10445.268,2945.5127,12525.358,1.33:1.08:0.30:1.29,260735,"Deleted in malignant brain tumors 1 protein OS=Homo sapiens OX=9606 GN=DMBT1 PE=1 SV=2"
248,true,"P01704|LV214_HUMAN",10.33,13.33,9,3,"",12550.1455,12439.828,12495.592,2141.5107,8813.194,9764.065,16416.357,18873.58,14289.884,9255.248,11396.637,6233.4204,1.12:1.11:1.11:0.19:0.79:0.87:1.46:1.68:1.27:0.82:1.02:0.56,12495.189,6906.257,16526.607,8961.769,1.11:0.62:1.47:0.80,12597,"Immunoglobulin lambda variable 2-14 OS=Homo sapiens OX=9606 GN=IGLV2-14 PE=1 SV=2"
500,true,"Q5T5P2|SKT_HUMAN",2.29,1.44,2,2,"",1111.3469,1036.156,17946.44,1749.679,15662.551,12997.517,5961.306,7197.794,9472.584,7151.771,10554.298,5569.46,0.14:0.13:2.23:0.22:1.95:1.62:0.74:0.90:1.18:0.89:1.31:0.69,6697.981,10136.582,7543.8945,7758.51,0.83:1.26:0.94:0.97,214116,"Sickle tail protein homolog OS=Homo sapiens OX=9606 GN=KIAA1217 PE=1 SV=2"
1968,true,"Q6P5Z2|PKN3_HUMAN",0.26,0.90,1,1,"",6856.3013,3864.594,6447.469,41700.67,11962.911,583.3867,5149.8755,13215.269,14499.804,13914.099,16704.848,2520.43,0.60:0.34:0.56:3.64:1.04:0.05:0.45:1.15:1.27:1.22:1.46:0.22,5722.788,18082.324,10954.982,11046.459,0.50:1.58:0.96:0.96,99421,"Serine/threonine-protein kinase N3 OS=Homo sapiens OX=9606 GN=PKN3 PE=1 SV=1"
390,true,"P68104|EF1A1_HUMAN",11.70,6.28,1,1,"Carbamidomethylation",366.98795,95310.97,11998.855,1995.2673,2492.21,2645.4255,1322.0958,1071.0782,0.0,958.51514,0.0,0.0,0.04:9.68:1.22:0.20:0.25:0.27:0.13:0.11:0.00:0.10:0.00:0.00,35892.27,2377.6343,1196.587,958.51514,3.55:0.24:0.12:0.09,50141,"Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1"
391,true,"Q9BQR3|PRS27_HUMAN",6.26,4.48,2,1,"Carbamidomethylation",3719.9966,1974.0068,1114.7787,3313.5137,2353.3298,7753.8438,7272.4854,2375.7693,2541.9475,1714.0742,2158.3354,1255.4694,1.19:0.63:0.36:1.06:0.75:2.48:2.32:0.76:0.81:0.55:0.69:0.40,2269.594,4473.5625,4063.4006,1709.293,0.73:1.43:1.30:0.55,31940,"Serine protease 27 OS=Homo sapiens OX=9606 GN=PRSS27 PE=1 SV=1"
1984,true,"Q14674|ESPL1_HUMAN",0.42,0.42,1,1,"",7350.735,9020.115,6319.7397,5954.743,6497.988,7039.9556,11999.864,5543.3813,1496.5905,9883.393,1532.9834,17121.102,0.98:1.21:0.84:0.80:0.87:0.94:1.60:0.74:0.20:1.32:0.20:2.29,7563.53,6497.562,6346.612,9512.492,1.01:0.87:0.85:1.27,233175,"Separin OS=Homo sapiens OX=9606 GN=ESPL1 PE=1 SV=3"
517,true,"Q15661|TRYB1_HUMAN",2.41,6.55,2,1,"",2562.7092,627.7127,1046.5463,2490.2305,1533.9955,1637.4359,1387.8021,2924.3674,1885.0879,1109.4875,2135.4954,2205.6753,1.43:0.35:0.58:1.39:0.85:0.91:0.77:1.63:1.05:0.62:1.19:1.23,1412.3228,1887.2206,2065.7524,1816.8861,0.79:1.05:1.15:1.01,30515,"Tryptase alpha/beta-1 OS=Homo sapiens OX=9606 GN=TPSAB1 PE=1 SV=1"
654,true,"Q8NHY0|B4GN2_HUMAN",3.20,2.30,1,1,"",20178.812,63548.145,14369.004,15794.384,125501.13,116449.125,35513.438,108043.17,126298.805,6025.192,52548.215,61983.54,0.32:1.02:0.23:0.25:2.02:1.87:0.57:1.74:2.03:0.10:0.84:1.00,32698.654,85914.88,89951.805,40185.65,0.53:1.38:1.45:0.65,63258,"Beta-1,4 N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=B4GALNT2 PE=1 SV=2"
1786,true,"Q9GZU2|PEG3_HUMAN",3.93,1.13,1,1,"",485.30026,830.8238,641.6514,472.06577,705.0169,661.7047,423.4494,2052.3406,730.90894,1194.3446,945.7162,1072.1335,0.57:0.98:0.75:0.55:0.83:0.78:0.50:2.41:0.86:1.40:1.11:1.26,652.5918,612.92914,1068.8997,1070.7314,0.77:0.72:1.26:1.26,180827,"Paternally-expressed gene 3 protein OS=Homo sapiens OX=9606 GN=PEG3 PE=1 SV=1"
569,true,"Q460N5|PAR14_HUMAN",2.11,0.61,1,1,"",5693.348,1681.2704,0.0,6867.3525,3444.5374,5589.7676,5137.052,5730.9707,1834.5784,6315.4233,6826.3003,3907.1777,1.29:0.38:0.00:1.55:0.78:1.26:1.16:1.30:0.42:1.43:1.54:0.88,3687.3093,5300.5527,4234.2,5682.9673,0.78:1.12:0.90:1.20,202800,"Protein mono-ADP-ribosyltransferase PARP14 OS=Homo sapiens OX=9606 GN=PARP14 PE=1 SV=3"
2152,true,"P07305|H10_HUMAN",20.49,5.15,1,1,"",2684.2654,3007.259,3203.954,5360.825,4311.716,3335.3672,2797.2683,2668.1013,3420.6829,7106.654,6033.925,4234.171,0.67:0.75:0.80:1.34:1.07:0.83:0.70:0.66:0.85:1.77:1.50:1.05,2965.1594,4335.969,2962.0176,5791.583,0.74:1.08:0.74:1.44,20863,"Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3"
212,true,"P17936|IBP3_HUMAN",21.52,30.93,8,8,"Carbamidomethylation",8406.325,9045.633,8837.746,2953.2656,4520.038,1856.5913,4142.71,3855.4531,4055.7544,3105.1123,5249.867,5455.1387,1.64:1.77:1.72:0.58:0.88:0.36:0.81:0.75:0.79:0.61:1.02:1.06,8763.234,3874.914,4017.9724,5334.4517,1.59:0.70:0.73:0.97,31674,"Insulin-like growth factor-binding protein 3 OS=Homo sapiens OX=9606 GN=IGFBP3 PE=1 SV=2"
1586,true,"Q5MJ09|SPXN3_HUMAN",9.78,11.35,1,1,"",2220.542,6578.314,4228.8735,5703.4365,8077.3315,6272.1875,3414.056,6033.583,5595.827,7298.013,8737.126,8552.223,0.37:1.09:0.70:0.94:1.33:1.04:0.56:1.00:0.92:1.20:1.44:1.41,4342.5767,6684.3184,5014.489,8195.787,0.72:1.10:0.83:1.35,15595,"Sperm protein associated with the nucleus on the X chromosome N3 OS=Homo sapiens OX=9606 GN=SPANXN3 PE=1 SV=1"
669,true,"Q8WWA1|TMM40_HUMAN",19.73,4.72,2,2,"",4113.197,5215.7476,8060.7456,7795.0127,9399.995,10330.686,10585.523,7897.5283,4339.955,1248.4713,1841.702,3901.9065,0.66:0.84:1.29:1.25:1.51:1.66:1.70:1.27:0.70:0.20:0.30:0.63,5796.5635,9175.231,7607.669,2330.6934,0.93:1.47:1.22:0.37,25495,"Transmembrane protein 40 OS=Homo sapiens OX=9606 GN=TMEM40 PE=1 SV=2"
476,true,"Q6P2Q9|PRP8_HUMAN",38.68,0.73,1,1,"",3034.079,2762.553,2544.9683,3265.1895,3510.2222,4515.7603,661.34534,0.0,721.1569,1449.0365,2306.6628,2463.0432,1.34:1.22:1.12:1.44:1.55:1.99:0.29:0.00:0.32:0.64:1.02:1.09,2780.5334,3763.7239,691.2511,2072.914,1.19:1.62:0.30:0.89,273600,"Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens OX=9606 GN=PRPF8 PE=1 SV=2"
228,true,"A0A0C4DH42|HV366_HUMAN",19.73,16.38,7,2,"",199247.4,211499.12,229861.77,205054.98,279770.88,276069.84,278949.1,380617.72,576205.9,486258.84,421403.3,377272.03,0.61:0.65:0.70:0.63:0.86:0.84:0.85:1.16:1.76:1.49:1.29:1.15,213536.11,253631.9,411924.22,428311.38,0.65:0.78:1.26:1.31,12698,"Immunoglobulin heavy variable 3-66 OS=Homo sapiens OX=9606 GN=IGHV3-66 PE=3 SV=1"
718,true,"Q9Y493|ZAN_HUMAN",0.77,0.71,1,1,"",397.58292,1195.2917,1416.4886,2204.2344,825.6711,474.6684,713.67126,1492.4825,767.8646,0.0,603.23016,607.6922,0.45:1.34:1.59:2.47:0.93:0.53:0.80:1.67:0.86:0.00:0.68:0.68,1003.1211,1168.1913,991.3395,605.4612,1.06:1.24:1.05:0.64,305630,"Zonadhesin OS=Homo sapiens OX=9606 GN=ZAN PE=2 SV=5"
698,true,"P01033|TIMP1_HUMAN",1.51,5.80,1,1,"",357.66046,10798.344,14972.755,12879.951,14802.961,17151.775,633.138,9013.075,8764.561,13203.512,509.81653,19402.486,0.04:1.06:1.47:1.26:1.45:1.68:0.06:0.88:0.86:1.29:0.05:1.90,8709.586,14944.8955,6136.925,11038.6045,0.85:1.46:0.60:1.08,23171,"Metalloproteinase inhibitor 1 OS=Homo sapiens OX=9606 GN=TIMP1 PE=1 SV=1"
238,true,"P19320|VCAM1_HUMAN",23.44,7.98,5,5,"",1411.7144,876.8954,1040.8911,12765.216,8863.141,2933.9517,2963.2664,8208.116,3628.253,9084.97,7151.869,6408.284,0.26:0.16:0.19:2.34:1.63:0.54:0.54:1.51:0.67:1.67:1.31:1.18,1476.7189,8421.974,4933.212,7548.3745,0.26:1.51:0.88:1.35,81276,"Vascular cell adhesion protein 1 OS=Homo sapiens OX=9606 GN=VCAM1 PE=1 SV=1"
1414,true,"O14917|PCD17_HUMAN",0.24,0.86,1,1,"",1703.1393,1155.1364,805.3163,519.3591,2860.693,2522.0322,3651.769,482.08478,848.6148,1111.2941,1685.9169,780.8859,1.13:0.76:0.53:0.34:1.89:1.67:2.42:0.32:0.56:0.74:1.12:0.52,1221.1973,1967.3615,1660.8229,1192.699,0.81:1.30:1.10:0.79,126229,"Protocadherin-17 OS=Homo sapiens OX=9606 GN=PCDH17 PE=1 SV=2"
1289,true,"Q9HCE9|ANO8_HUMAN",4.66,1.54,1,1,"Acetylation (Protein N-term)",1393.7397,3009.9636,709.4917,1916.5155,2334.5444,2290.0762,2984.2424,2815.0808,1367.2924,2972.2607,3137.6572,2443.6685,0.61:1.32:0.31:0.84:1.02:1.00:1.31:1.23:0.60:1.30:1.38:1.07,1704.3983,2180.3787,2388.8718,2851.1956,0.75:0.96:1.05:1.25,136034,"Anoctamin-8 OS=Homo sapiens OX=9606 GN=ANO8 PE=1 SV=3"
296,true,"A0A075B6I0|LV861_HUMAN",18.27,40.16,6,6,"",39191.582,25988.555,36463.582,30581.361,34285.344,38229.38,47707.188,51358.133,45863.094,47433.35,42706.816,50390.26,0.96:0.64:0.89:0.75:0.84:0.94:1.17:1.26:1.12:1.16:1.05:1.23,45445.91,34365.363,48309.473,47754.766,1.03:0.78:1.10:1.09,12814,"Immunoglobulin lambda variable 8-61 OS=Homo sapiens OX=9606 GN=IGLV8-61 PE=3 SV=7"
1231,true,"Q9UQ35|SRRM2_HUMAN",10.38,0.33,1,1,"",819.9572,452.85245,869.3197,1404.3175,1404.9166,1524.8363,1995.9059,2102.3276,1242.555,608.8925,1872.3937,0.0,0.69:0.38:0.73:1.18:1.18:1.28:1.68:1.76:1.04:0.51:1.57:0.00,714.0431,1444.6902,1780.2628,1240.6431,0.55:1.12:1.37:0.96,299615,"Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2"
726,true,"Q14103|HNRPD_HUMAN",3.03,5.35,1,1,"",3140.7852,2954.904,754.6013,692.8485,572.71326,1884.8413,1237.6001,1696.4485,537.3552,2080.115,887.8393,1926.7688,2.05:1.93:0.49:0.45:0.37:1.23:0.81:1.11:0.35:1.36:0.58:1.26,2283.4302,1050.1344,1157.1346,1631.5743,1.49:0.69:0.76:1.07,38434,"Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1"
38,true,"P00734|THRB_HUMAN",28.69,63.83,56,55,"Carbamidomethylation",374566.7,426330.5,390647.5,452920.25,491006.94,453305.0,217881.52,279633.8,203523.16,352937.97,255673.4,227134.38,1.09:1.24:1.14:1.32:1.43:1.32:0.63:0.81:0.59:1.03:0.74:0.66,397181.56,465744.06,233679.5,278581.9,1.16:1.35:0.68:0.81,70037,"Prothrombin OS=Homo sapiens OX=9606 GN=F2 PE=1 SV=2"
388,true,"Q9Y5Y7|LYVE1_HUMAN",17.61,3.73,1,1,"",1211.512,2017.5059,1204.693,1156.1853,1654.9707,3157.1216,3587.518,3847.1338,4053.1694,2670.868,3444.1152,2566.4126,0.48:0.79:0.47:0.45:0.65:1.24:1.41:1.51:1.59:1.05:1.35:1.01,1477.9036,1989.4259,3829.2737,2893.7986,0.58:0.78:1.50:1.14,35213,"Lymphatic vessel endothelial hyaluronic acid receptor 1 OS=Homo sapiens OX=9606 GN=LYVE1 PE=1 SV=2"
1407,true,"Q9BXT8|RNF17_HUMAN",1.70,0.55,1,1,"Carbamidomethylation",3309.8755,3839.2979,3747.8003,1082.7231,4773.6787,4056.558,2935.4375,2670.1606,1889.2799,2376.7805,4318.2847,4432.0825,1.01:1.17:1.14:0.33:1.45:1.23:0.89:0.81:0.57:0.72:1.31:1.35,3632.3245,3304.32,2498.2927,3709.0493,1.11:1.01:0.76:1.13,184643,"RING finger protein 17 OS=Homo sapiens OX=9606 GN=RNF17 PE=1 SV=3"
1194,true,"Q96SZ5|AEDO_HUMAN",12.12,2.96,1,1,"Carbamidomethylation",72150.016,164980.06,128459.516,148157.97,101642.84,111839.2,82803.81,28475.16,31395.828,99965.8,109970.86,49476.406,0.77:1.75:1.36:1.57:1.08:1.19:0.88:0.30:0.33:1.06:1.17:0.53,121863.195,120546.67,47558.266,86471.02,1.29:1.28:0.51:0.92,29751,"2-aminoethanethiol dioxygenase OS=Homo sapiens OX=9606 GN=ADO PE=1 SV=2"
1355,true,"Q8IYW2|CFA46_HUMAN",1.62,0.37,1,1,"",3413.2139,3831.3289,2829.726,24533.568,20063.088,908.7781,17570.299,2879.1992,20064.85,28607.455,30394.566,1741.3224,0.26:0.29:0.22:1.88:1.54:0.07:1.34:0.22:1.54:2.19:2.33:0.13,3358.0896,15168.479,13504.782,20247.781,0.26:1.16:1.03:1.55,303500,"Cilia- and flagella-associated protein 46 OS=Homo sapiens OX=9606 GN=CFAP46 PE=2 SV=3"
568,true,"Q9H0U9|TSYL1_HUMAN",15.89,2.97,1,1,"",1462.7115,795.9411,33125.316,22846.959,24507.125,22407.234,76082.6,76858.27,77016.69,28345.146,52833.492,59849.4,0.04:0.02:0.83:0.58:0.62:0.56:1.92:1.94:1.94:0.71:1.33:1.51,11794.656,23253.773,76652.52,47009.344,0.30:0.59:1.93:1.18,49192,"Testis-specific Y-encoded-like protein 1 OS=Homo sapiens OX=9606 GN=TSPYL1 PE=1 SV=3"
1420,true,"P00533|EGFR_HUMAN",10.69,1.16,1,1,"Carbamidomethylation",2263.9087,3376.459,1841.032,2313.5894,1287.1659,903.7925,0.0,3957.6577,5218.2993,637.0772,2280.2075,1768.8853,1.05:1.57:0.85:1.07:0.60:0.42:0.00:1.84:2.42:0.30:1.06:0.82,2493.7998,1501.5159,4587.9785,1562.0566,0.98:0.59:1.81:0.62,134277,"Epidermal growth factor receptor OS=Homo sapiens OX=9606 GN=EGFR PE=1 SV=2"
606,false,"Q8IWZ3|ANKH1_HUMAN",0.38,0.35,1,1,"",2883.325,2022.499,3273.8643,2019.0323,2131.428,2415.4248,6362.582,1276.3027,800.98096,3139.0635,1412.2991,0.0,1.25:0.88:1.42:0.87:0.92:1.05:2.75:0.55:0.35:1.36:0.61:0.00,2726.5627,2188.6284,2813.2886,2275.6812,1.09:0.88:1.12:0.91,269458,"Ankyrin repeat and KH domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKHD1 PE=1 SV=1"
309,true,"P02775|CXCL7_HUMAN",13.44,44.53,7,7,"Carbamidomethylation",146335.97,186893.69,178994.28,74536.79,90628.48,89450.96,93614.74,75213.734,36055.695,99135.375,79785.86,199591.31,1.30:1.66:1.59:0.66:0.81:0.79:0.83:0.67:0.32:0.88:0.71:1.77,170741.31,84872.08,68294.72,126170.84,1.52:0.75:0.61:1.12,13894,"Platelet basic protein OS=Homo sapiens OX=9606 GN=PPBP PE=1 SV=3"
534,true,"Q09666|AHNK_HUMAN",7.23,0.15,1,1,"",5247.0176,8759.907,8547.455,4652.259,9086.588,9260.046,11908.855,8859.292,10926.8125,10358.599,9858.869,12049.771,0.57:0.96:0.94:0.51:1.00:1.01:1.30:0.97:1.20:1.14:1.08:1.32,7518.1265,7666.2974,10564.986,10755.746,0.82:0.84:1.16:1.18,629101,"Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens OX=9606 GN=AHNAK PE=1 SV=2"
1464,true,"Q12830|BPTF_HUMAN",4.61,0.33,1,1,"",11242.092,10449.118,11255.658,4321.6064,3782.514,2686.251,25670.0,2672.5193,2336.4485,33510.727,6718.1025,5439.3613,1.12:1.04:1.12:0.43:0.38:0.27:2.57:0.27:0.23:3.35:0.67:0.54,10982.289,3596.7905,10226.322,15222.73,1.10:0.36:1.02:1.52,338262,"Nucleosome-remodeling factor subunit BPTF OS=Homo sapiens OX=9606 GN=BPTF PE=1 SV=3"
335,true,"P62937|PPIA_HUMAN",3.16,18.18,3,3,"",950.44147,2626.031,1481.3586,1260.2668,2211.0784,754527.94,1627.6627,2386.4175,2037.0615,2707.827,4176.9775,920130.44,0.02:0.02:0.02:0.02:0.02:5.34:0.02:0.02:0.02:0.02:0.03:6.51,1685.9437,252666.42,2017.0472,462067.7,0.02:1.41:0.02:2.57,18012,"Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2"
849,true,"Q8TF72|SHRM3_HUMAN",4.69,0.45,1,1,"",4601.592,3175.993,2544.938,544.36206,2794.584,3411.8538,1590.1184,2938.2556,3966.2166,0.0,4511.251,5802.0767,1.54:1.06:0.85:0.18:0.93:1.14:0.53:0.98:1.33:0.00:1.51:1.94,3440.8408,2250.2666,2831.5303,5156.664,1.01:0.66:0.83:1.51,216857,"Protein Shroom3 OS=Homo sapiens OX=9606 GN=SHROOM3 PE=1 SV=2"
1435,true,"Q15555|MARE2_HUMAN",1.42,3.06,1,1,"",3899.863,2717.3184,2896.7075,3460.0283,1929.5785,2542.3945,7808.583,3278.8298,1968.2332,3674.2507,3387.637,2994.2554,1.15:0.80:0.86:1.02:0.57:0.75:2.31:0.97:0.58:1.09:1.00:0.89,3171.2964,2644.0005,4351.882,3352.0476,0.94:0.78:1.29:0.99,37031,"Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens OX=9606 GN=MAPRE2 PE=1 SV=1"
250,true,"P04180|LCAT_HUMAN",14.40,19.09,6,6,"Carbamidomethylation",15343.754,10631.079,8378.859,6268.821,7761.5957,7849.2485,6096.6504,2158.6143,5668.813,6132.2812,4491.22,3807.7666,2.18:1.51:1.19:0.89:1.10:1.11:0.86:0.31:0.80:0.87:0.64:0.54,11451.23,7293.2217,4641.3594,4810.423,1.62:1.03:0.66:0.68,49578,"Phosphatidylcholine-sterol acyltransferase OS=Homo sapiens OX=9606 GN=LCAT PE=1 SV=1"
350,true,"P07477|TRY1_HUMAN",3.85,7.29,5,2,"Oxidation (M)",172980.53,820068.3,913213.8,186769.25,1214069.0,1187310.5,502646.03,1284229.0,1441591.2,885133.6,1776126.0,2201054.0,0.16:0.78:0.87:0.18:1.16:1.13:0.48:1.22:1.37:0.84:1.69:2.10,635420.9,862716.25,1076155.4,1620771.2,0.61:0.82:1.03:1.55,26558,"Serine protease 1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1"
196,true,"P01824|HV439_HUMAN",2.81,8.00,10,1,"",1034.7568,30209.152,28364.135,454.57883,13059.818,19894.758,0.0,588.58014,8807.473,0.0,648.9319,954.5517,0.12:3.49:3.27:0.05:1.51:2.30:0.00:0.07:1.02:0.00:0.07:0.11,19869.348,11136.385,4698.0264,801.7418,2.18:1.22:0.51:0.09,13917,"Immunoglobulin heavy variable 4-39 OS=Homo sapiens OX=9606 GN=IGHV4-39 PE=1 SV=2"
353,false,"P09104|ENOG_HUMAN",10.13,4.15,1,1,"",811.6146,1706.0106,1621.1644,1281.281,1283.1332,0.0,0.0,1265.1423,0.0,758.2793,709.4486,637.0194,0.97:2.03:1.93:1.53:1.53:0.00:0.00:1.51:0.00:0.90:0.85:0.76,1379.5966,1282.207,1265.1423,701.58246,1.19:1.11:1.09:0.61,47269,"Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3"
622,true,"Q6UB98|ANR12_HUMAN",26.65,0.82,1,1,"Carbamidomethylation; Oxidation (M)",19511.004,19066.66,27672.115,0.0,0.0,729.35223,19371.85,44584.758,49140.516,31892.729,14370.148,14340.518,0.97:0.95:1.38:0.00:0.00:0.04:0.97:2.22:2.45:1.59:0.72:0.72,22083.26,729.35223,37699.04,20201.13,1.09:0.04:1.87:1.00,235652,"Ankyrin repeat domain-containing protein 12 OS=Homo sapiens OX=9606 GN=ANKRD12 PE=1 SV=3"
415,false,"Q9NQR4|NIT2_HUMAN",31.86,2.54,1,1,"",5119.355,6802.3486,6441.784,669.94653,1439.1838,1442.142,4080.1787,3056.493,3076.4368,4731.9316,4655.6587,2704.2192,1.39:1.85:1.75:0.18:0.39:0.39:1.11:0.83:0.83:1.28:1.26:0.73,6121.1626,1183.7574,3404.3694,4030.6033,1.66:0.32:0.92:1.09,30608,"Omega-amidase NIT2 OS=Homo sapiens OX=9606 GN=NIT2 PE=1 SV=1"
71,true,"P02652|APOA2_HUMAN",0.55,70.00,33,33,"Carbamidomethylation",534080.7,862604.0,977816.0,514010.38,914544.8,887167.75,621924.3,787186.94,894014.25,672403.3,650134.6,672443.56,0.71:1.15:1.31:0.69:1.22:1.18:0.83:1.05:1.19:0.90:0.87:0.90,791500.25,771907.6,767708.5,664993.8,1.06:1.03:1.02:0.89,11175,"Apolipoprotein A-II OS=Homo sapiens OX=9606 GN=APOA2 PE=1 SV=1"
2162,true,"Q9Y6M7|S4A7_HUMAN",34.38,1.07,1,1,"Carbamidomethylation",8828.141,10137.437,7236.6475,0.0,1047.9564,1190.6193,0.0,465.6767,1243.7699,7945.5366,5426.088,5901.339,2.14:2.46:1.76:0.00:0.25:0.29:0.00:0.11:0.30:1.93:1.32:1.43,8734.075,1119.2878,854.72327,6424.3213,2.04:0.26:0.20:1.50,136044,"Sodium bicarbonate cotransporter 3 OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=2"
10,true,"P0DOX5|IGG1_HUMAN",43.61,11.36,150,11,"Carbamidomethylation; Oxidation (M)",85876.734,107221.92,118253.85,6012.4907,5042.4575,18698.264,102012.62,87155.01,60823.68,218182.72,196703.33,195072.73,0.86:1.07:1.18:0.06:0.05:0.19:1.02:0.87:0.61:2.18:1.97:1.95,104160.7,9917.737,83330.43,203984.2,1.04:0.10:0.83:2.03,49329,"Immunoglobulin gamma-1 heavy chain OS=Homo sapiens OX=9606 PE=1 SV=2"
1423,true,"P78367|NKX32_HUMAN",0.98,3.90,1,1,"",4158.0493,378.42633,4490.174,1558.4015,1637.2886,2038.2197,1334.1433,1063.9921,961.53784,1265.4973,1018.4451,1963.3148,2.28:0.21:2.46:0.86:0.90:1.12:0.73:0.58:0.53:0.69:0.56:1.08,3008.883,1744.6366,1119.8911,1415.7524,1.65:0.96:0.61:0.78,34814,"Homeobox protein Nkx-3.2 OS=Homo sapiens OX=9606 GN=NKX3-2 PE=1 SV=2"
1892,true,"Q12872|SFSWA_HUMAN",11.28,1.47,1,1,"",1291.3546,0.0,0.0,961.15625,1267.7443,1502.2145,1523.4902,1088.5706,0.0,2370.6648,1901.8217,1615.6948,1.15:0.00:0.00:0.85:1.12:1.33:1.35:0.97:0.00:2.10:1.69:1.43,1291.3546,1243.705,1306.0304,1962.727,0.89:0.86:0.90:1.35,104822,"Splicing factor, suppressor of white-apricot homolog OS=Homo sapiens OX=9606 GN=SFSWAP PE=1 SV=3"
182,true,"P01721|LV657_HUMAN",4.61,70.09,13,10,"Carbamidomethylation",44789.22,50979.996,53438.098,46806.414,28069.83,26537.727,29476.54,42197.72,32835.703,63443.723,29790.992,30628.582,1.12:1.28:1.34:1.17:0.70:0.66:0.74:1.06:0.82:1.59:0.75:0.77,49735.77,33804.656,35214.953,41520.383,1.24:0.84:0.88:1.04,12566,"Immunoglobulin lambda variable 6-57 OS=Homo sapiens OX=9606 GN=IGLV6-57 PE=1 SV=2"
1667,true,"Q96QG7|MTMR9_HUMAN",2.50,2.00,1,1,"",5086.5566,3700.3826,1629.3263,2672.8818,2051.0261,2068.4912,3633.241,2999.3906,2763.9858,2259.955,3283.8435,2126.796,1.78:1.30:0.57:0.94:0.72:0.72:1.27:1.05:0.97:0.79:1.15:0.74,3472.0884,2264.133,3132.2058,2556.8647,1.22:0.79:1.10:0.90,63462,"Myotubularin-related protein 9 OS=Homo sapiens OX=9606 GN=MTMR9 PE=1 SV=1"
503,true,"Q9Y618|NCOR2_HUMAN",33.04,0.84,3,3,"Carbamidomethylation; Oxidation (M)",48504.855,42768.5,36618.207,158334.05,135831.38,149775.38,178250.75,150796.0,158049.89,68036.266,54612.637,24111.26,0.48:0.43:0.36:1.58:1.35:1.49:1.77:1.50:1.57:0.68:0.54:0.24,48850.574,155858.28,172384.33,57180.41,0.45:1.44:1.59:0.53,273657,"Nuclear receptor corepressor 2 OS=Homo sapiens OX=9606 GN=NCOR2 PE=1 SV=3"
